Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
123,2020-06-29,88.03408813476562,88.12899272885664,85.47906041478672,85.95843257929042,130646000
124,2020-06-30,88.7689208984375,89.05606286393856,87.60091171267699,87.6203753144971,140223200
125,2020-07-01,88.6010513305664,89.39189318717276,88.55238859500506,88.84682302233178,110737200
126,2020-07-02,88.6010513305664,90.14867187148857,88.48669056028642,89.51113285524976,114041600
127,2020-07-06,90.97115325927734,91.44078989598016,90.00267343180715,90.03430829585879,118655600
128,2020-07-07,90.68885803222656,92.13183815077863,90.57692559644255,91.35073198359613,112424400
129,2020-07-08,92.80103302001953,92.83266788269125,91.58191749535032,91.66952230167387,117092000
130,2020-07-09,93.20008850097656,93.75002260337047,92.14887559615345,93.69648840656866,125642800
131,2020-07-10,93.36315155029297,93.42155723802126,92.18054219465331,92.79374622061182,90257200
132,2020-07-13,92.93244934082031,97.29059783670382,92.71831248028391,94.67230019364084,191649200
133,2020-07-14,94.47032165527344,94.66255171537146,91.37508797222462,92.31192546978035,170989200
134,2020-07-15,95.12002563476562,96.60194074558854,93.91794539378512,96.35130500289155,153198000
135,2020-07-16,93.9495849609375,94.80856064892015,93.34854481035306,93.98851960775556,110577600
136,2020-07-17,93.75977325439453,94.55791486444917,93.2852651867788,94.40218371971898,92186800
137,2020-07-20,95.73564910888672,95.87435236536639,93.50182714820313,93.84736742164009,90318000
138,2020-07-21,94.41434478759766,96.60436824916565,94.16370906625916,96.52893470179353,103433200
139,2020-07-22,94.67958068847656,95.36335409074172,94.02744214680403,94.11503952134649,89001600
140,2020-07-23,90.37010955810547,94.48978555792418,89.55736834691913,94.41191626887031,197004400
141,2020-07-24,90.146240234375,90.49178057488463,86.76873582504383,88.56212813927338,185438800
142,2020-07-27,92.28271484375,92.37518368443884,90.98817335217583,91.21203824708473,121214000
143,2020-07-28,90.76676177978516,92.02967618664417,90.76189030723391,91.85203823710414,103625600
144,2020-07-29,92.50660705566406,92.69154477680748,91.21449359583792,91.25099250763601,90329200
145,2020-07-30,93.62594604492188,93.73057872513968,91.26802000602063,91.67682263526055,158130000
146,2020-07-31,103.42750549316406,103.57837258120165,98.13737733924819,100.14247044684525,374336800
147,2020-08-03,106.03362274169922,108.66164759827892,105.01648042053604,105.31577883706638,308151200
148,2020-08-04,106.74174499511719,107.83675673192468,105.49829447245462,106.22343825153119,173071600
149,2020-08-05,107.12865447998047,107.44985972369943,105.99470803547494,106.46191633779561,121776800
150,2020-08-06,110.86627960205078,111.36268697898166,106.87070778644717,107.4620123146309,202428800
151,2020-08-07,108.34566497802734,110.84435557432207,107.54608428478957,110.38605796245164,198045600
152,2020-08-10,109.92044830322266,110.94186486752692,107.26086549559103,109.79612082851325,212403600
153,2020-08-11,106.65142822265625,109.68154587218592,106.3905875156011,109.18181072713648,187902400
154,2020-08-12,110.19591522216797,110.45431580374148,107.5509582932633,107.74597507351805,165598000
155,2020-08-13,112.14610290527344,113.15289349736156,111.09055440270924,111.58054387716682,210082000
156,2020-08-14,112.04615020751953,112.13634564305688,110.23002598166595,111.97058065669567,165565200
157,2020-08-17,111.75361633300781,113.19676560303644,111.12468097941458,113.17238664899372,119561600
158,2020-08-18,112.68484497070312,113.11145065744996,111.16856617508924,111.50497642122994,105633600
159,2020-08-19,112.82624816894531,114.2450187969475,112.73117989850726,113.09440184356299,145538000
160,2020-08-20,115.32978820800781,115.44436259089069,112.8505967483557,112.86766275928572,126907200
161,2020-08-21,121.27301788330078,121.75812706548174,116.28051027747574,116.2926960344444,338054800
162,2020-08-24,122.7234878540039,125.57809477103142,120.85130005912201,125.49276470400675,345937600
163,2020-08-25,121.7166976928711,122.06286102018731,119.98833606258718,121.59237766186422,211495600
164,2020-08-26,123.3719253540039,123.83022293693548,121.9677808342838,123.03795523691794,163022400
165,2020-08-27,121.89710235595703,124.31047038391692,120.74891816931488,123.97650023718222,155552400
166,2020-08-28,121.69963836669922,123.2939194462389,121.47536238371781,122.8746266915099,187630000
167,2020-08-31,125.8267593383789,127.7379597872236,122.86246513885628,124.40312323319982,225702700
168,2020-09-01,130.83871459960938,131.44328581036513,127.2796108898159,129.45407646203302,151948100
169,2020-09-02,128.1279754638672,134.54412730802744,123.837546725689,134.16383937386541,200119000
170,2020-09-03,117.86992645263672,125.63171109830371,117.49939163024852,123.74977777668435,257599600
171,2020-09-04,117.94793701171875,120.61970534748437,108.1286934708545,117.08009977010788,332607200
172,2020-09-08,110.0106201171875,116.02697649481232,109.87410691285393,111.11247882056891,231366600
173,2020-09-09,114.39857482910156,116.17325409792939,112.38987396422294,114.34007128994196,176940500
174,2020-09-10,110.66394805908203,117.49939194752987,109.69860244063993,117.36287872631232,182274400
175,2020-09-11,109.21106719970703,112.3606396431834,107.26086957114084,111.71707085483806,180860300
176,2020-09-14,112.48738098144531,113.04318691497308,109.99113081534341,111.86331843991984,140150100
177,2020-09-15,112.66291809082031,115.87099408811736,110.78097707840637,115.38344468012839,184642000
178,2020-09-16,109.33782196044922,113.11145686330157,109.25006664242188,112.36063408677491,154679000
179,2020-09-17,107.5923843383789,109.40606847088276,106.00297617469543,106.98782792048597,178011000
180,2020-09-18,104.1795425415039,108.1189422202142,103.44821850945301,107.65089900577279,287104900
181,2020-09-21,107.33887481689453,107.44613627717712,100.53268210169752,101.93682671673261,195713800
182,2020-09-22,109.02578735351562,110.04964400266275,106.4417816531773,109.87412593250646,183055400
183,2020-09-23,104.45257568359375,109.31831612573531,104.11128518620949,108.84051984457511,150718700
184,2020-09-24,105.52519226074219,107.5046416144481,102.38537296614106,102.55113797500798,167743300
185,2020-09-25,109.48410034179688,109.64011973249772,104.9888939391714,105.7299711661724,149981400
186,2020-09-28,112.09735870361328,112.44839487161504,109.97164299267533,112.14611662005213,137672400
187,2020-09-29,111.24900817871094,112.43862979442277,110.74196012319106,111.69756013169471,99382200
188,2020-09-30,112.92618560791016,114.34008328098176,110.79072437109879,110.95648937570999,142675200
189,2020-10-01,113.88180541992188,114.78864772632018,112.94571133580338,114.71063802612335,116120400
190,2020-10-02,110.2056655883789,112.49715377159485,109.42559099443217,110.07890541970863,144712000
191,2020-10-05,113.5989990234375,113.74526531692963,110.72246082221426,111.07349695083026,106243800
192,2020-10-06,110.34217834472656,113.22846975785129,109.45483490950848,112.81892262806667,161498200
193,2020-10-07,112.21436309814453,112.67266068936267,111.2880148454192,111.76581857721544,96849000
194,2020-10-08,112.10710144042969,113.50149291272723,111.73655916424462,113.35522661630749,83477200
195,2020-10-09,114.05731201171875,114.08656378648601,112.0583564226003,112.4093925986349,100506900
196,2020-10-12,121.30228424072266,122.06286006446172,116.30977603444282,117.07035185818188,240226800
197,2020-10-13,118.08446502685547,122.26763983658118,116.67057472065251,122.15062530057422,262330500
198,2020-10-14,118.17221069335938,119.96638868276364,116.64130607261743,117.98693956467062,150712000
199,2020-10-15,117.70417785644531,118.1819741959685,115.20792725389234,115.7637332845987,112559200
200,2020-10-16,116.05622863769531,118.52323427123169,115.85145883053127,118.25995349101241,115393800
201,2020-10-19,113.09196472167969,117.42139843534454,112.77993339601544,116.97285386966553,120639300
202,2020-10-20,114.58385467529297,116.01725100908146,112.75066428839048,113.3064702709398,124423700
203,2020-10-21,113.95979309082031,115.75397121203213,113.55024596366279,113.76476887802791,89946000
204,2020-10-22,112.86768341064453,115.10066050216787,111.7365652586778,114.52534835538113,101988000
205,2020-10-23,112.17536926269531,113.64777056546903,111.43429207568546,113.49175118318755,82572600
206,2020-10-26,112.18510437011719,113.647752367436,110.06913461337588,111.17100086591333,111850700
207,2020-10-27,113.6965103149414,114.35957774824622,111.68780931378838,112.61415013058482,92276800
208,2020-10-28,108.43095397949219,112.55562405068156,108.33344561399744,112.18508928603696,143937800
209,2020-10-29,112.4483871459961,114.01829672297495,109.40607637880336,109.57184881965813,146129200
210,2020-10-30,106.14925384521484,109.20131035012999,105.03764183054732,108.29446818664717,190272600
211,2020-11-02,106.06148529052734,107.9239274305086,104.64759511176818,106.39302272628981,122866900
212,2020-11-03,107.68991088867188,108.71376013684448,106.0224928792937,106.9293350359113,107624400
213,2020-11-04,112.08761596679688,112.71167866980154,109.55236030591362,111.29778823567845,138235500
214,2020-11-05,116.06600952148438,116.64132168469465,113.95979997203881,115.01290102705485,126387100
215,2020-11-06,115.93413543701172,116.43228836490333,113.43357109225822,115.5727237961662,114457900
216,2020-11-09,113.61917114257812,119.1575178931427,113.35544353875275,117.70211621905518,154515300
217,2020-11-10,113.27729797363281,114.85967848302198,111.48001699164712,112.86705172692065,138023400
218,2020-11-11,116.71556091308594,116.85230965844065,113.73638330100388,114.46896905922455,112295000
219,2020-11-12,116.44206237792969,117.7314130027431,115.81692313270185,116.84254616591035,103162300
220,2020-11-13,116.49092864990234,116.89140506897175,115.13320337049156,116.66674956497528,81581900
221,2020-11-16,117.50676727294922,118.18074115273141,115.40668645392178,116.15880460888832,91183000
222,2020-11-17,116.61788177490234,117.86816024947451,116.19786565120255,116.77417031034764,74271000
223,2020-11-18,115.28946685791016,117.03790584258053,115.26016461858715,115.85600165898173,76322100
224,2020-11-19,115.88529968261719,116.29554592271136,114.09778862645973,114.85967663013399,74113000
225,2020-11-20,114.615478515625,116.0122756382638,114.56664393716416,115.88529679156849,73604300
226,2020-11-23,111.2065200805664,114.88898878015578,111.1088434668693,114.45920273719096,127959300
227,2020-11-24,112.4958724975586,113.16008391412161,109.97577558304761,111.26513373188881,113874200
228,2020-11-25,113.33590698242188,114.0391905490455,112.49587466142678,112.86705623950492,76499200
229,2020-11-27,113.88288879394531,114.76199315028312,113.52148460740729,113.86335645369218,46691300
230,2020-11-30,116.28580474853516,118.16122286250574,114.09780949665367,114.25409806560913,169410200
231,2020-12-01,119.87056732177734,120.60315308283555,117.22349166609008,118.20027268083436,127728200
232,2020-12-02,120.22222137451172,120.50548879201791,118.08306834880034,119.1868283254981,89004200
233,2020-12-03,120.08548736572266,120.90598002570202,119.3724337854792,120.6520148180777,78967600
234,2020-12-04,119.41149139404297,120.00732847079844,118.69843790059431,119.75336329408746,78260400
235,2020-12-07,120.87665557861328,121.67761574577153,119.4114839958422,119.47008847443368,86712000
236,2020-12-08,121.49202728271484,122.07810188882368,120.23197880317792,121.48226483759503,82225500
237,2020-12-09,118.95238494873047,123.02555979189044,118.19049698695923,121.638532607525,115089200
238,2020-12-10,120.37849426269531,120.99387109234236,117.36024440160968,117.7021162779425,81312200
239,2020-12-11,119.56778717041016,119.90965909110051,117.75097358931401,119.58731951491434,86939800
240,2020-12-14,118.95238494873047,120.48593076857054,118.71795960331949,119.75334504344477,79184500
241,2020-12-15,124.9107666015625,124.9303063971683,121.2478374115688,121.45296055193862,157243700
242,2020-12-16,124.8423843383789,125.3893793448256,123.62140801881179,124.45167787791586,98208600
243,2020-12-17,125.71173858642578,126.57131081957348,125.067059411565,125.90709184727795,94359800
244,2020-12-18,123.7190933227539,126.10244150708998,123.19163065315914,125.96569275411149,192541500
245,2020-12-21,125.25263977050781,125.3307840492253,120.58362717474307,122.11717324639278,121251600
246,2020-12-22,128.81790161132812,131.2891567050616,126.63966893622124,128.5541665300668,168904800
247,2020-12-23,127.91925811767578,129.35511260798816,127.74342977111927,129.0913924448983,88223700
248,2020-12-24,128.90582275390625,130.36123218201516,128.05602783585223,128.27092090321057,54930100
249,2020-12-28,133.51620483398438,134.1511065581324,130.41003332778524,130.8788989655675,124486200
250,2020-12-29,131.73843383789062,135.56741313736748,131.2207411586561,134.84460481779132,121047300
251,2020-12-30,130.61514282226562,132.83243963312395,130.30256578086988,132.43195588802078,96452100
252,2020-12-31,129.60910034179688,131.61150479087055,128.66162138156932,130.96682561915932,99116600
253,2021-01-04,126.40522766113281,130.5077047138714,123.81675662565017,130.419798004515,143301900
254,2021-01-05,127.96809387207031,128.6811548471336,125.44799670124497,125.89732259094927,97664900
255,2021-01-06,123.66047668457031,128.00715673158123,123.44558366599814,124.75447411900687,155088000
256,2021-01-07,127.88015747070312,128.573678488458,124.89121021187437,125.37960067650636,109578200
257,2021-01-08,128.98394775390625,129.5504825827211,127.20619899060827,129.3551144383391,105158200
258,2021-01-11,125.98521423339844,127.1475860544949,125.51636350795053,126.1903448095608,100384500
259,2021-01-12,125.80941009521484,126.678744687946,123.91445235489151,125.51637278097465,91951100
260,2021-01-13,127.8508529663086,128.39784789227025,125.50658473947469,125.77030485446012,88636800
261,2021-01-14,125.9168472290039,127.95831602204765,125.77032113055597,127.76296279527958,90221800
262,2021-01-15,124.18795013427734,127.1964377514296,124.05120137461118,125.78987056372236,111598500
263,2021-01-19,124.86190795898438,125.72147994605524,123.99257352824013,124.81306593162914,90757300
264,2021-01-20,128.96441650390625,129.41374239946222,125.56522221027927,125.67266873501019,104319500
265,2021-01-21,133.69203186035156,136.42702207412472,130.48819086563083,130.6933214660753,120150900
266,2021-01-22,135.8408966064453,136.6027843460828,131.88493186325647,133.11567015701928,114459400
267,2021-01-25,139.6015625,141.72117584234562,133.3696938895246,139.74808861764467,157611700
268,2021-01-26,139.83596801757812,140.94949773337214,138.08752172506703,140.26575403148016,98390600
269,2021-01-27,138.76150512695312,140.94949991131097,137.14982245441175,140.0996903145117,140843800
270,2021-01-28,133.90692138671875,138.69315786113063,133.5259773426194,136.28050728033566,142621100
271,2021-01-29,128.8960418701172,133.56505438488097,127.18667492713263,132.67617999744974,177523800
272,2021-02-01,131.02540588378906,132.2366197184336,127.88993224067084,130.6444618808397,106239800
273,2021-02-02,131.8556671142578,133.14501023071227,131.4844855801371,132.57847548555233,83305400
274,2021-02-03,130.83004760742188,132.61755859976557,130.50770809360628,132.6077812510319,89880900
275,2021-02-04,134.19992065429688,134.209683097199,131.46493128791656,133.13523310274124,84183100
276,2021-02-05,133.78419494628906,134.42983740127244,132.9037842725981,134.3613683130723,75693800
277,2021-02-08,133.930908203125,133.97982321266207,131.9842042669653,133.07005180092128,71297200
278,2021-02-09,133.05047607421875,134.87979583626688,132.89396894909677,133.64720333611686,76774200
279,2021-02-10,132.4440155029297,134.0092066849529,131.47555177979126,133.5102943457137,73046600
280,2021-02-11,132.18963623046875,133.42221381866224,130.8592286269798,132.94287062653802,64280000
281,2021-02-12,132.42445373535156,132.58097584744993,130.7810163386291,131.42665885595727,60145100
282,2021-02-16,130.2918701171875,133.0505008941642,129.9005649144753,132.54182652078916,80576300
283,2021-02-17,127.9930191040039,129.3429961467523,126.65283402211399,128.39410140319288,97918500
284,2021-02-18,126.88763427734375,127.17131757183988,124.63767721187226,126.38872186296655,96856700
285,2021-02-19,127.04409790039062,127.86583132256979,125.99738825363634,127.4060570610675,87668800
286,2021-02-22,123.25831604003906,126.89737227917206,122.86701830596542,125.22457427942261,103916400
287,2021-02-23,123.12135314941406,123.9528561034997,115.81389522902137,121.06704953832518,158273000
288,2021-02-24,122.62247467041016,122.82790432920568,119.5703683530087,122.22139984991924,111039900
289,2021-02-25,118.35733032226562,123.70830769868415,117.91712502936959,121.96704059219421,148199500
290,2021-02-26,118.62147521972656,122.13335592343607,118.56277569973142,119.92252974269587,164560400
291,2021-03-01,125.00936889648438,125.14632198530556,120.11816582891734,121.05727592228418,116307900
292,2021-03-02,122.39747619628906,125.91914114090521,122.28986912474551,125.61588891931011,102260900
293,2021-03-03,119.40404510498047,122.97462478338886,119.18883097909638,122.09420675176463,112966300
294,2021-03-04,117.51605987548828,120.91055650866424,116.038921700727,119.10081259436319,178155000
295,2021-03-05,118.7779769897461,119.28666630320659,115.01175200979323,118.34755618226085,153766600
296,2021-03-08,113.82807922363281,118.36711510668628,113.68134163784862,118.29863856177148,154376600
297,2021-03-09,118.45515441894531,119.40404902510528,116.2052054457975,116.43998110747732,129525800
298,2021-03-10,117.36931610107422,119.51165804272296,116.85084228896541,119.04210671169741,111943300
299,2021-03-11,119.30622100830078,120.52902174116306,118.62145558325126,119.87360233956089,103026500
300,2021-03-12,118.39646911621094,118.5334222152771,116.56716380866244,117.78018017041316,88105100
301,2021-03-15,121.29205322265625,121.30183771867131,117.79973448364598,118.76819807777808,92403800
302,2021-03-16,122.83767700195312,124.45177555241284,122.0061739497114,122.96484559847543,115227900
303,2021-03-17,122.04530334472656,123.12136654730853,119.67795534298575,121.35075339157471,111932600
304,2021-03-18,117.90735626220703,120.49969573928057,117.70192660055912,120.20622052927806,121229700
305,2021-03-19,117.37908935546875,118.78775822996795,117.0758371529688,117.29105128250436,185549500
306,2021-03-22,120.7051010131836,121.17465976163916,117.6432107748042,117.71168731485157,111912300
307,2021-03-23,119.87361145019531,121.53661758792646,119.4823136932633,120.64642246770546,95467100
308,2021-03-24,117.47692108154297,120.22578250026773,117.45735955159839,120.14752145372104,88530500
