Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
0,2020-01-02,72.71605682373047,72.77658292273667,71.46679725362982,71.72100391407992,135480400
1,2020-01-03,72.0091323852539,72.77176000550182,71.78397699623217,71.9413434276417,146322800
2,2020-01-06,72.5829086303711,72.62164622763687,70.87607527260708,71.12786596061405,118387200
3,2020-01-07,72.24154663085938,72.84922374466596,72.02123070618616,72.59259363206662,108872000
4,2020-01-08,73.40365600585938,73.70628659812324,71.9437663243162,71.9437663243162,132079200
5,2020-01-09,74.96278381347656,75.15646437101954,74.13236752506255,74.38415077218049,170108400
6,2020-01-10,75.13226318359375,75.69879404161257,74.62868922900458,75.19763610714092,140644800
7,2020-01-13,76.73743438720703,76.764069722162,75.33080794077236,75.44944416084779,121532000
8,2020-01-14,75.70122528076172,76.88511970700802,75.57775702296071,76.67448999643469,161954400
9,2020-01-15,75.37679290771484,76.38394823058523,74.94342390604251,75.5002685322302,121923600
10,2020-01-16,76.32099151611328,76.43236486391163,75.55836410557868,75.92152071901803,108829200
11,2020-01-17,77.16595458984375,77.16837061022176,76.26290232469962,76.57037231867773,137816400
12,2020-01-21,76.64300537109375,77.23615682397768,76.50500406521856,76.79310894375465,110843200
13,2020-01-22,76.91658020019531,77.47099402402007,76.82215592624772,77.1296258918447,101832400
14,2020-01-23,77.2870101928711,77.3669014145498,76.42027207993955,76.96985393819801,104472000
15,2020-01-24,77.06427001953125,78.27963174807223,76.8730054274966,77.5339532626897,146537600
16,2020-01-27,74.79817199707031,75.48090092368226,73.81280512269632,75.06690438729518,161940000
17,2020-01-28,76.9141616821289,77.08605376922371,75.58258723533865,75.6818509443487,162234000
18,2020-01-29,78.52415466308594,79.37394362780475,77.80752757594179,78.55078999397739,216229200
19,2020-01-30,78.41035461425781,78.46361788035526,77.1707812088342,77.60415017442514,126743200
20,2020-01-31,74.93374633789062,78.12225762194025,74.63837863048332,77.69857485901245,199588400
21,2020-02-03,74.72795104980469,75.89731214570682,73.16879799630816,73.67237193822604,173788400
22,2020-02-04,77.19499969482422,77.38626426505087,75.93121426303615,76.33794793595989,136616400
23,2020-02-05,77.8244857788086,78.62585099313237,77.21922459648295,78.32563642255818,118826800
24,2020-02-06,78.73478698730469,78.73721039613278,77.53637437960353,78.09563507421905,105425600
25,2020-02-07,77.66458129882812,78.48240856737728,77.17194309043332,78.2324494253046,117684000
26,2020-02-10,78.03343200683594,78.03343200683594,76.16480809009461,76.24488890405078,109348800
27,2020-02-11,77.56265258789062,78.60374785280499,77.34424291008455,78.53094709552873,94323200
28,2020-02-12,79.40459442138672,79.40944533661985,78.01404068842541,78.01404068842541,113730400
29,2020-02-13,78.8391342163086,79.16675238353734,78.47026476188894,78.67411425559266,94747600
30,2020-02-14,78.85855102539062,79.10851012138082,78.34892359887368,78.80758309855572,80113600
31,2020-02-18,77.41460418701172,77.5966134445047,76.34923977828454,76.5312490357775,152531200
32,2020-02-19,78.53579711914062,78.76634519119376,77.65730009675248,77.65730009675248,93984000
33,2020-02-20,77.73008728027344,78.78574250032466,77.22288901629881,78.29553354521413,100566000
34,2020-02-21,75.97066497802734,77.76649566805042,75.35183643347615,77.32238890983989,129554000
35,2020-02-24,72.36202239990234,73.81809639904387,70.19004979476811,72.13876186738017,222195200
36,2020-02-25,69.91097259521484,73.41768758581995,69.4377529242665,73.03425797216033,230673600
37,2020-02-26,71.02002716064453,72.28924134156426,69.5275523864246,69.53483246216315,198054800
38,2020-02-27,66.37755584716797,69.4061923618355,66.24165620285358,68.21706677109698,320605600
39,2020-02-28,66.33873748779297,67.56427105877654,62.21562305087625,62.431610947009084,426510000
40,2020-03-02,72.5149154663086,73.15316245707646,67.39681595785085,68.50343166746465,341397200
41,2020-03-03,70.21188354492188,73.77440915704527,69.3576488043323,73.69432835310232,319475600
42,2020-03-04,73.46864318847656,73.6288122283086,71.13650139150472,71.93976834476976,219178400
43,2020-03-05,71.08554077148438,72.69449642985231,70.71909308665877,71.71650028960082,187572800
44,2020-03-06,70.1415023803711,70.57589981020465,68.2486093773678,68.43546951805709,226176800
45,2020-03-09,64.5938949584961,67.48662548846899,63.8245990046388,64.00660831738968,286744800
46,2020-03-10,69.24602508544922,69.51297346708441,65.37044115282052,67.25606172575357,285290000
47,2020-03-11,66.8410873413086,68.24620108036899,65.97472137640763,67.31674360006403,255598800
48,2020-03-12,60.24020767211914,65.52333058622261,60.18439253845632,62.11126440817364,418474000
49,2020-03-13,67.45748138427734,67.93070839286551,61.38565181622262,64.28324334840872,370732000
50,2020-03-16,58.779293060302734,62.873283657436204,58.242970742071286,58.71619413875295,322423600
51,2020-03-17,61.36381912231445,62.5165408014644,57.854678750743666,60.06548484229005,324056000
52,2020-03-18,59.86163330078125,60.66975488014331,57.54404792376218,58.18714954728448,300233600
53,2020-03-19,59.40296936035156,61.35896164078844,58.876356338925326,60.036361741511776,271857200
54,2020-03-20,55.631744384765625,61.11386300197094,55.330821042511275,59.985403245758334,401693200
55,2020-03-23,54.44989013671875,55.45215566699075,51.59598621533572,55.35023092369006,336752800
56,2020-03-24,59.91259765625,60.10916707001685,56.85969513959366,57.359613328429845,287531200
57,2020-03-25,59.58255386352539,62.67185674280047,59.286485163699844,60.85176409780143,303602000
58,2020-03-26,62.71797561645508,62.77621621978865,59.786412185369784,59.825241722917845,252087200
59,2020-03-27,60.121299743652344,62.094277592448684,59.9538506329564,61.337120260245676,204216800
60,2020-03-30,61.83704376220703,62.0093475048291,60.52414930589501,60.849342024154396,167976400
61,2020-03-31,61.710845947265625,63.70081315714961,61.15511262455559,62.02875857181586,197002000
62,2020-04-01,58.46380615234375,60.35912878890937,58.031837774101646,59.82038104472191,176218400
63,2020-04-02,59.43937301635742,59.49276269917482,57.49066070248686,58.32547715782636,165934000
64,2020-04-03,58.58514404296875,59.62623542608821,57.99300663222972,58.92246773803886,129880000
65,2020-04-06,63.69595718383789,63.85126789213967,60.519289974644046,60.88815938708916,201820400
66,2020-04-07,62.95821762084961,65.93589399470639,62.853867417629125,65.71747694762487,202887200
67,2020-04-08,64.56959533691406,64.88507503558087,63.39503001062034,63.76147021932345,168895200
68,2020-04-09,65.03556060791016,65.54033721316215,64.2371518120858,65.20786807728709,161834800
69,2020-04-13,66.31204986572266,66.42125839971293,64.51136807094039,65.11321477612952,131022800
70,2020-04-14,69.66099548339844,69.95221321023672,67.47688475003459,67.9501117046532,194994800
71,2020-04-15,69.02519226074219,69.48628092008256,68.10301494206142,68.53255414367216,131154400
72,2020-04-16,69.5736312866211,69.94007888429853,68.52040549421,69.74108036066085,157125200
73,2020-04-17,68.62962341308594,69.63674726381512,67.1881094519009,69.08829031254295,215250000
74,2020-04-20,67.2051010131836,68.35782638874939,67.18568994969831,67.45263835997193,130015200
75,2020-04-21,65.1277847290039,67.28277618454192,64.41430762802233,67.0473771763136,180991600
76,2020-04-22,67.00366973876953,67.44048895263322,66.05722317141493,66.39939402555568,116862400
77,2020-04-23,66.74400329589844,68.37480642869768,66.7051737682157,66.94785276175145,124814400
78,2020-04-24,68.67086029052734,68.68056952184835,67.2220667152627,67.27060546589419,126161200
79,2020-04-27,68.71942138671875,69.05189045933044,67.93799464568525,68.38694490813113,117087600
80,2020-04-28,67.60552215576172,69.36494515545422,67.51331034369456,69.18293587962397,112004800
81,2020-04-29,69.82603454589844,70.29683242001799,68.89414803177873,69.0979975124322,137280800
82,2020-04-30,71.29910278320312,71.47626115798072,69.976506388418,70.36721610873765,183064000
83,2020-05-01,70.15120697021484,72.56100720462707,69.36978044254144,69.46685054289131,240616800
84,2020-05-04,71.143798828125,71.27241844220069,69.48387483655323,70.17551168453589,133568000
85,2020-05-05,72.21157836914062,73.04639490337159,71.45927182415636,71.60488073705282,147751200
86,2020-05-06,72.95658874511719,73.58997737842726,72.52947133643356,72.9153300566067,142333600
87,2020-05-07,73.71133422851562,74.05837090774547,73.28179496479571,73.58514378532654,115215200
88,2020-05-08,75.46577453613281,75.51930873875061,74.04469357012428,74.37319856682336,133838400
89,2020-05-11,76.65325927734375,77.14965926401848,74.7625342106639,74.97180698726206,145946400
90,2020-05-12,75.7772445678711,77.79206581684177,75.65557660011677,77.3394571152635,162301200
91,2020-05-13,74.86229705810547,76.88198972405412,73.78188493945902,75.95730873840742,200622400
92,2020-05-14,75.32221221923828,75.38304620688119,73.37308887883164,74.09823268490378,158929200
93,2020-05-15,74.87693786621094,74.92317231226298,73.05191739371658,73.08598800702958,166348400
94,2020-05-18,76.64110565185547,77.01584517686892,75.51203045613542,76.20553955193793,135178400
95,2020-05-19,76.19820404052734,77.50734488883182,76.16656918671303,76.65810501038028,101729600
96,2020-05-20,77.68013763427734,77.75069971271533,77.02069186607584,77.05962650901947,111504800
97,2020-05-21,77.10099029541016,78.08406952411508,76.86251841252941,77.54142773114201,102688800
98,2020-05-22,77.59740447998047,77.68013781166567,76.73599313969208,76.83819007988166,81803200
99,2020-05-26,77.0718002319336,78.89924821688763,77.01583028852903,78.71918198527375,125522000
100,2020-05-27,77.40758514404297,77.5535881797336,76.18604151167783,76.9282205155957,112945200
101,2020-05-28,77.44168090820312,78.7045953244802,76.80414178535541,77.08154095991135,133560800
102,2020-05-29,77.36622619628906,78.14733245248436,77.00852208206489,77.6849956705814,153532400
103,2020-06-01,78.31766510009766,78.43933305662227,77.18858289905835,77.3199863713913,80791200
104,2020-06-02,78.68024444580078,78.70457952577789,77.6071320252172,78.05000523231972,87642800
105,2020-06-03,79.11339569091797,79.37620271806179,78.42718641851751,79.00146321507341,104491200
106,2020-06-04,78.4320297241211,79.2350352304067,78.05729035571069,78.93573682356579,87560400
107,2020-06-05,80.66587829589844,80.7267122915967,78.6534923915688,78.68269152133999,137250400
108,2020-06-08,81.14281463623047,81.17688523826865,79.64873556537788,80.36170821177842,95654400
109,2020-06-09,83.70511627197266,84.09931925314608,80.78995685878904,80.82159171486241,147712400
110,2020-06-10,85.85865783691406,86.32829444981938,84.21614013366542,84.65657762001017,166651600
111,2020-06-11,81.73654174804688,85.42551553412683,81.63434481058569,84.99967763398335,201662400
112,2020-06-12,82.44222259521484,84.63224629678102,81.32774713453523,83.88277478636243,200146000
113,2020-06-15,83.4617919921875,84.1163662672843,80.92866395631923,81.09170230417108,138808800
114,2020-06-16,85.67371368408203,85.94625617218522,83.88276474697345,85.52284659086101,165428800
115,2020-06-17,85.5544662475586,86.4815754114289,85.43279830032078,86.42074143781001,114406400
116,2020-06-18,85.58855438232422,86.00709250366052,84.97777878565866,85.51068509788405,96820400
117,2020-06-19,85.09942626953125,86.7638428370951,83.98737948930395,86.29664209498344,264476000
118,2020-06-22,87.32598114013672,87.469548475875,85.44742709501291,85.49366152486377,135445200
119,2020-06-23,89.18992614746094,90.61344295119446,88.1533126161021,88.57428648623221,212155600
120,2020-06-24,87.61554718017578,89.73987283324034,87.24080771386359,88.81762744432615,192623200
121,2020-06-25,88.77867889404297,88.81761353356403,87.00962937456471,87.77127201576967,137522400
122,2020-06-26,86.05088806152344,88.89548574168278,85.90244927933195,88.67404914924855,205256800
